lab,trial_type,trial_num,lang1,age_days,subid_unique,method,trial_error,session_error,looking_time,total_trial_time
purdueinfantspeech,IDS,4.0,English,314.0,purdueinfantspeech:4254,hpp,noerror,0.0,2.6803363625346943,2.8808824318750488
babylabshimane,TRAIN,-2.0,Japanese,133.0,babylabshimane:109,eyetracking,noerror,0.0,2.39698576841553,2.8903717578961645
kyotobabylab,ADS,10.0,Japanese,366.0,kyotobabylab:kbl020,eyetracking,noerror,0.0,2.127040520479115,3.044522437723423
langlabucla,IDS,4.0,English,166.0,langlabucla:mb302,hpp,noerror,0.0,1.601405740736836,1.9429056400350146
infantllmadison,IDS,7.0,English,297.0,infantllmadison:mb011,hpp,noerror,0.0,2.891315756633563,2.891315756633563
socialcogumiami,IDS,11.0,English,94.0,socialcogumiami:1133,eyetracking,noerror,0.0,1.8389610707123492,2.8903717578961645
babylablangessex,ADS,11.0,English,259.0,babylablangessex:mb6917,eyetracking,noerror,0.0,-1.7037485919053417,1.4348464017020561
babylablangessex,ADS,16.0,English,339.0,babylablangessex:mb91204,eyetracking,noerror,0.0,-0.4246479275249383,1.5357913722658016
infantllmadison,ADS,3.0,English,440.0,infantllmadison:mb069,hpp,noerror,0.0,1.2184672504763885,1.6852872247175383
minddevlabbicocca,ADS,5.0,Italian,117.0,minddevlabbicocca:mb13,singlescreen,noerror,0.0,9.085910293598007,9.290167671835738
bchdosu,ADS,8.0,English,397.0,bchdosu:mb0012,singlescreen,noerror,0.0,1.6174060820832772,1.9517502055369962
escompicbsleipzig,IDS,2.0,German,141.0,escompicbsleipzig:mb18,eyetracking,noerror,0.0,2.5733752977756086,2.8903717578961645
ethosrennes,IDS,2.0,french,267.0,ethosrennes:nw860,eyetracking,noerror,0.0,1.5810384379124025,2.6925980965432883
bllumanitoba,TRAIN,-2.0,English,301.0,bllumanitoba:1051,hpp,noerror,0.0,2.8146299731647657,2.9135998840153716
langlabucla,TRAIN,-2.0,English,447.0,langlabucla:mb1203,hpp,noerror,0.0,2.9087572595395836,2.9455962040601937
kyotobabylab,IDS,3.0,Japanese,231.0,kyotobabylab:kbl013,eyetracking,noerror,0.0,2.258633205464863,3.044522437723423
babylabplymouth,IDS,3.0,english,280.0,babylabplymouth:mb0901,hpp,noerror,0.0,1.7715567619105355,2.258633205464863
babylabutrecht,IDS,7.0,Dutch,222.0,babylabutrecht:707,hpp,noerror,0.0,1.7515745980904753,2.2081899044575084
babylabutrecht,ADS,9.0,Dutch,265.0,babylabutrecht:803,hpp,noerror,0.0,2.3625388074495186,2.7448541500782992
trainorlab,IDS,1.0,English,219.0,trainorlab:s31,hpp,noerror,1.0,1.6638503372726625,2.3924806400968714
udssaarland,IDS,12.0,German,434.0,udssaarland:34,singlescreen,noerror,0.0,1.302780400379248,1.7397818969512198
chosunbaby,ADS,9.0,Korean,279.0,chosunbaby:h12y09,hpp,error,0.0,1.6906491678589237,1.6906491678589237
earlysocogfm,ADS,5.0,english,267.0,earlysocogfm:s43,eyetracking,noerror,0.0,0.6931471805599453,1.4586150226995167
trainorlab,IDS,5.0,English,225.0,trainorlab:s11,hpp,noerror,1.0,2.2400498971929395,2.5174464413557818
infantcoglablouisville,ADS,10.0,English,290.0,infantcoglablouisville:234590,singlescreen,noerror,0.0,1.6471189794017889,1.6471189794017889
babylabshimane,ADS,5.0,Japanese,270.0,babylabshimane:201,eyetracking,noerror,0.0,2.4655539212721855,2.8903717578961645
irlconcordia,TRAIN,-1.0,english,238.0,irlconcordia:mb6s13,eyetracking,noerror,0.0,0.7080357930536959,1.8158014637082929
purdueinfantspeech,TRAIN,-2.0,English,284.0,purdueinfantspeech:4263,hpp,noerror,0.0,2.7732135270086236,2.9512577834521614
infantlanglabutk,TRAIN,-2.0,English,265.0,infantlanglabutk:mb1r81fs1,hpp,noerror,0.0,8.537975730598767,8.868694776580972
infantlanglabutk,ADS,10.0,English,202.0,infantlanglabutk:mb1r62fs4,hpp,noerror,0.0,9.858803944909488,9.953277217038643
babylablmu,ADS,5.0,German,351.0,babylablmu:15,eyetracking,noerror,0.0,1.0043016091968684,9.537050831395442
ldlottawa,ADS,6.0,English,225.0,ldlottawa:mbms49,singlescreen,error,1.0,1.4122057429043917,1.4122057429043917
unlvmusiclab,IDS,11.0,English,131.0,unlvmusiclab:run023,singlescreen,noerror,0.0,2.861686462924926,2.9788912563579646
chosunbaby,IDS,15.0,Korean,272.0,chosunbaby:h62y43,hpp,noerror,0.0,1.68621375123615,1.68621375123615
purdueinfantspeech,IDS,3.0,English,279.0,purdueinfantspeech:4303,hpp,noerror,0.0,1.6770965609079151,2.217027204632399
weescienceedinburgh,IDS,1.0,English,250.0,weescienceedinburgh:mb25,singlescreen,noerror,0.0,2.4096441652874536,2.7466296830696852
babylabyork,TRAIN,-2.0,English,193.0,babylabyork:eoi840,singlescreen,noerror,0.0,2.8791984572980396,2.8791984572980396
musdevutm,ADS,11.0,English,252.0,musdevutm:mb18,hpp,noerror,1.0,2.55738233811005,2.6352644313765574
babylabplymouth,ADS,1.0,english,280.0,babylabplymouth:mb0901,hpp,noerror,0.0,1.3376291891386096,2.0135687975291283
chosunbaby,ADS,10.0,Korean,187.0,chosunbaby:h66y45,hpp,noerror,0.0,2.8058421472600843,2.8058421472600843
udssaarland,ADS,17.0,German,388.0,udssaarland:31,singlescreen,noerror,0.0,-11.512925464970229,0.6987235919863906
isplabmcgill,IDS,4.0,French,435.0,isplabmcgill:m28,hpp,noerror,0.0,1.890095369948917,2.4344901638739844
babylabutrecht,ADS,2.0,Dutch,322.0,babylabutrecht:1007,hpp,noerror,0.0,2.6042404823370378,2.8903392018106655
bllumanitoba,TRAIN,-1.0,English,182.0,bllumanitoba:1696,hpp,noerror,0.0,2.9040006829543983,2.9040006829543983
infantcoglablouisville,IDS,8.0,English,313.0,infantcoglablouisville:236297,singlescreen,noerror,0.0,0.3590720685384538,0.3590720685384538
bchdosu,ADS,2.0,English,429.0,bchdosu:mb0011,singlescreen,noerror,0.0,2.680130721104076,2.874919653337243
langlabucla,IDS,9.0,English,176.0,langlabucla:mb312,hpp,noerror,0.0,1.8736466287002391,2.3078710974232832
chosunbaby,IDS,11.0,Korean,187.0,chosunbaby:h66y45,hpp,noerror,0.0,1.4572186994565892,1.4572186994565892
weltentdeckerzurich,IDS,2.0,Swissgerman,410.0,weltentdeckerzurich:mb13333,eyetracking,noerror,0.0,1.3609765531356006,1.9837562915454279
bllumanitoba,ADS,16.0,English,264.0,bllumanitoba:2329,hpp,noerror,0.0,1.7182923173461826,2.0243251591211697
lcdfsu,IDS,12.0,English,463.0,lcdfsu:lcd027,eyetracking,noerror,0.0,6.9363427358340495,8.06054004653864
bchdosu,IDS,12.0,English,329.0,bchdosu:mb0048,singlescreen,noerror,0.0,0.7323678937132266,1.4063420564236688
chosunbaby,ADS,1.0,Korean,298.0,chosunbaby:h35y25,hpp,error,0.0,2.119383148772784,2.119383148772784
infantcogubc,ADS,12.0,English,145.0,infantcogubc:kw21,singlescreen,error,0.0,1.6582280766035324,1.9810014688665833
pocdnorthwestern,ADS,12.0,English,368.0,pocdnorthwestern:mb7,eyetracking,noerror,0.0,-1.6094379124341003,1.3987168811184478
islnotredame,IDS,11.0,English,398.0,islnotredame:p20mb3,hpp,noerror,0.0,2.12022353540007,2.337179737758545
babylabutrecht,IDS,3.0,Dutch,222.0,babylabutrecht:707,hpp,noerror,0.0,2.678408116726138,2.8903409240874742
babylabnijmegen,ADS,2.0,Dutch,323.0,babylabnijmegen:ba01912,hpp,noerror,0.0,0.3920420877760237,5.8522024797744745
chosunbaby,TRAIN,-1.0,Korean,395.0,chosunbaby:h51o17,hpp,noerror,0.0,0.6097655716208943,0.6097655716208943
ldlottawa,TRAIN,-1.0,English,169.0,ldlottawa:mbms04,singlescreen,noerror,0.0,0.903529654571541,1.9703657997745287
babylabkonstanz,IDS,10.0,German,210.0,babylabkonstanz:mb05,hpp,noerror,0.0,1.3635373739972745,1.8578592709325787
infantcogubc,TRAIN,-1.0,English,193.0,infantcogubc:vd18,eyetracking,noerror,0.0,1.572773928062509,2.2679936482244267
infantlanglabutk,ADS,8.0,English,273.0,infantlanglabutk:mb1r91fs1,hpp,noerror,0.0,9.090430075303626,9.455793210210228
bchdosu,IDS,11.0,English,329.0,bchdosu:mb0036,singlescreen,noerror,0.0,1.294179072212085,1.9471950375181877
bounbcl,IDS,3.0,Turkish,440.0,bounbcl:mb112,singlescreen,noerror,0.0,2.514465452029545,2.830857630363757
bchdosu,ADS,2.0,English,216.0,bchdosu:mb0043,singlescreen,noerror,0.0,2.775023256355241,2.875540088225585
purdueinfantspeech,ADS,10.0,English,317.0,purdueinfantspeech:4310,hpp,noerror,0.0,2.779440197188883,2.8808824318750488
babylableiden,IDS,9.0,Dutch,290.0,babylableiden:mb14b,hpp,noerror,0.0,2.869601996409779,2.869601996409779
weltentdeckerzurich,ADS,8.0,Swissgerman,437.0,weltentdeckerzurich:mb13309,eyetracking,noerror,0.0,1.0818051703517284,2.0592388343623163
bounbcl,IDS,6.0,Turkish,380.0,bounbcl:mb109,singlescreen,noerror,0.0,1.472472057360943,2.401525040848949
bllumanitoba,IDS,11.0,English,263.0,bllumanitoba:4042,hpp,noerror,0.0,1.7020170937271937,1.7020170937271937
babylablmu,ADS,2.0,German,466.0,babylablmu:43,eyetracking,noerror,1.0,1.0715836162801904,9.802285047026965
langlabucla,ADS,4.0,English,132.0,langlabucla:mb332,hpp,noerror,0.0,2.423031246069913,2.5874632381130924
babylabutrecht,ADS,8.0,Dutch,356.0,babylabutrecht:1113,hpp,noerror,0.0,1.0244794444102079,1.7257658454975617
purdueinfantspeech,IDS,11.0,English,374.0,purdueinfantspeech:4352,hpp,noerror,0.0,2.7669478423496954,2.8808824318750488
ethosrennes,IDS,14.0,french,107.0,ethosrennes:dp889,eyetracking,noerror,0.0,1.824549292051046,2.4292177439274116
bcrlunlv,IDS,6.0,English,421.0,bcrlunlv:mb0501,singlescreen,noerror,0.0,2.1041341542702074,2.453587966530573
lppparisdescartes2,IDS,6.0,french,260.0,lppparisdescartes2:mb07at,hpp,noerror,0.0,5.66988092298052,2.8903717578961645
purdueinfantspeech,ADS,8.0,English,378.0,purdueinfantspeech:4324,hpp,noerror,0.0,2.2159372862683733,2.5626389983283526
infantllmadison,IDS,7.0,English,354.0,infantllmadison:mb026,hpp,noerror,0.0,0.6729444732424258,1.5549817266380417
infantlanglabutk,ADS,1.0,English,273.0,infantlanglabutk:mb1r82ms4,hpp,noerror,0.0,9.908922755026067,9.953562605168434
udssaarland,ADS,8.0,German,270.0,udssaarland:16,singlescreen,noerror,0.0,1.559807897650852,1.911367830703935
icclbc,IDS,10.0,Spanish,247.0,icclbc:9,singlescreen,noerror,0.0,2.0410904502959126,2.47232786758114
bchdosu,IDS,16.0,English,304.0,bchdosu:mb0033,singlescreen,noerror,0.0,1.534714366238164,2.2701652017379343
weltentdeckerzurich,IDS,10.0,Swissgerman,398.0,weltentdeckerzurich:mb13629,eyetracking,noerror,0.0,1.7732559976634952,2.5392369943330477
ethosrennes,IDS,14.0,french,129.0,ethosrennes:tb188,eyetracking,noerror,0.0,1.682688374173693,2.6297282343267403
babylabpotsdam,IDS,10.0,German,290.0,babylabpotsdam:b6902,singlescreen,noerror,0.0,1.756995476791715,2.0536107816453146
kyotobabylab,ADS,6.0,Japanese,264.0,kyotobabylab:kbl016,eyetracking,noerror,0.0,0.7466879474879751,3.044522437723423
infantcogubc,ADS,11.0,English,245.0,infantcogubc:aw15,eyetracking,noerror,0.0,0.4885800148186709,1.7191887763932197
lscppsl,ADS,18.0,french,379.0,lscppsl:31lscppsl,eyetracking,noerror,0.0,8.250358951477294,8.682538124003075
infantlanglabutk,TRAIN,-1.0,English,223.0,infantlanglabutk:mb1r74fs11,hpp,noerror,0.0,9.953847911875078,9.953562605168434
bllumanitoba,IDS,10.0,English,222.0,bllumanitoba:1363,hpp,noerror,0.0,1.625114391819108,1.9581210064432804
babylableiden,ADS,2.0,Dutch,284.0,babylableiden:mb15b,hpp,noerror,0.0,2.5185025992165158,2.8124102164264526
unlvmusiclab,IDS,6.0,English,142.0,unlvmusiclab:run022,singlescreen,noerror,1.0,2.0155694650854254,2.6059436448308344
bchdosu,ADS,3.0,English,140.0,bchdosu:mb0016,singlescreen,noerror,0.0,0.8821132800725685,1.4854607326143894
babylabplymouth,ADS,12.0,english,372.0,babylabplymouth:mb1207,hpp,noerror,0.0,-0.05129329438755058,1.5325568680981427
weltentdeckerzurich,IDS,4.0,English (New Zealand),448.0,weltentdeckerzurich:mb13474,eyetracking,noerror,0.0,2.750470916986162,2.8707357833793057
weltentdeckerzurich,TRAIN,-2.0,Spanish (Spain),408.0,weltentdeckerzurich:mb14182,eyetracking,noerror,0.0,2.3523271848888596,2.5265283244788197
earlysocogfm,ADS,3.0,english,425.0,earlysocogfm:s02,eyetracking,error,1.0,0.7839015438284094,1.4816045409242156
bounbcl,IDS,4.0,Turkish,454.0,bounbcl:mb114,singlescreen,error,1.0,1.6331544390514163,2.0992441689760155
jmucdl,ADS,6.0,English,481.0,jmucdl:40005,eyetracking,noerror,0.0,0.9400072584914712,2.8903717578961645
lscppsl,IDS,18.0,french,393.0,lscppsl:13lscppsl,eyetracking,noerror,0.0,9.798127036878302,9.798127036878302
purdueinfantspeech,IDS,8.0,English,338.0,purdueinfantspeech:4337,hpp,noerror,1.0,0.7654678421395714,1.682688374173693
langlabucla,ADS,15.0,English,132.0,langlabucla:mb332,hpp,noerror,0.0,2.7275913563090453,2.943965182732108
lscppsl,TRAIN,2.0,french,392.0,lscppsl:25lscppsl,eyetracking,noerror,0.0,8.989319566042951,9.594718027753862
udssaarland,ADS,15.0,German,312.0,udssaarland:30,singlescreen,noerror,0.0,1.6103946575275172,2.329236191989969
labunam,IDS,15.0,spanish,457.0,labunam:5697,eyetracking,noerror,0.0,9.396653950039674,9.800790154297786
bounbcl,IDS,1.0,Turkish,395.0,bounbcl:mb131,singlescreen,noerror,0.0,2.012232791986386,2.322387720290225
babylabyork,IDS,8.0,English,300.0,babylabyork:eoi784,singlescreen,noerror,0.0,0.6418538861723947,0.6418538861723947
ldlottawa,IDS,13.0,English,313.0,ldlottawa:mbms32,singlescreen,noerror,0.0,0.126632650933366,1.6334805577439344
babylabprinceton,IDS,5.0,English,431.0,babylabprinceton:manybabies022,hpp,noerror,0.0,1.9391732211168808,2.4873204010119356
bllumanitoba,IDS,13.0,English,264.0,bllumanitoba:2329,hpp,noerror,0.0,1.7521520146332756,2.1773619482399678
infantlanglabutk,ADS,5.0,English,197.0,infantlanglabutk:mb1r63fs5,hpp,noerror,0.0,9.789590705856016,9.953705268696746
bchdosu,ADS,5.0,English,167.0,bchdosu:mb0031,singlescreen,noerror,0.0,1.7313015001909409,2.3811189706481524
ethosrennes,ADS,1.0,french,248.0,ethosrennes:rh221,eyetracking,noerror,0.0,1.8794650496471605,2.6390573296152584
chosunbaby,IDS,1.0,Korean,395.0,chosunbaby:h51o17,hpp,noerror,0.0,2.614691449356351,2.614691449356351
kyotobabylab,ADS,5.0,Japanese,286.0,kyotobabylab:kbl017,eyetracking,noerror,0.0,1.623340817603092,3.044522437723423
babylabvuw,IDS,14.0,English,252.0,babylabvuw:s10,singlescreen,noerror,0.0,2.7848260399042597,2.861343370515339
earlysocogfm,IDS,11.0,english,425.0,earlysocogfm:s02,eyetracking,error,1.0,-11.512925464970229,0.6931471805599453
babylabutrecht,IDS,11.0,Dutch,267.0,babylabutrecht:802,hpp,noerror,0.0,2.717673217667828,2.8903395907121396
babylabplymouth,IDS,1.0,english,308.0,babylabplymouth:mb1007,hpp,noerror,0.0,2.7047112998366956,2.8881470628740535
infantlanglabutk,ADS,16.0,English,202.0,infantlanglabutk:mb1r62fs4,hpp,noerror,0.0,9.209640126861789,9.466686564118111
weltentdeckerzurich,IDS,12.0,Swissgerman,437.0,weltentdeckerzurich:mb13309,eyetracking,noerror,0.0,0.03922071315328133,1.2119409739751128
langlabucla,IDS,16.0,English,132.0,langlabucla:mb332,hpp,noerror,0.0,2.8383179404661365,2.9448073323687005
bchdosu,ADS,2.0,English,332.0,bchdosu:mb0056,singlescreen,noerror,0.0,1.9694871570117822,2.2156100789796387
chosunbaby,IDS,2.0,Korean,251.0,chosunbaby:h50y34,hpp,noerror,0.0,0.9917691930500606,0.9917691930500606
callab,TRAIN,-1.0,English,409.0,callab:callab43,eyetracking,noerror,0.0,-1.3845259062271913,1.172986164361441
bllumanitoba,TRAIN,-1.0,English,215.0,bllumanitoba:4204,hpp,noerror,0.0,2.7543611039654605,2.902794277894722
chosunbaby,ADS,1.0,Korean,256.0,chosunbaby:h58y40,hpp,noerror,0.0,0.7626732432085556,0.7626732432085556
infantllmadison,IDS,2.0,English,189.0,infantllmadison:mb071,hpp,noerror,0.0,1.908356616811869,2.169396498750301
langlabucla,ADS,12.0,English,148.0,langlabucla:mb327,hpp,noerror,0.0,2.1600994446972903,2.3686536929637505
nusinfantlanguagecentre,IDS,6.0,English,233.0,nusinfantlanguagecentre:yb002,eyetracking,noerror,0.0,1.1662709371419244,2.9444389791664403
kyotobabylab,ADS,8.0,Japanese,288.0,kyotobabylab:kbl029,eyetracking,noerror,0.0,1.8453002361560848,3.044522437723423
labunam,IDS,8.0,spanish,269.0,labunam:5732,eyetracking,noerror,0.0,7.81156848934518,8.653296274408579
babylabumassb,IDS,12.0,English,221.0,babylabumassb:mbpumb037072680,eyetracking,noerror,0.0,0.11627078166538649,2.890743910860881
infantcogubc,IDS,13.0,English,103.0,infantcogubc:af30,singlescreen,noerror,0.0,1.2919836816486494,1.7732559976634952
babylabnijmegen,ADS,6.0,Dutch,332.0,babylabnijmegen:ba16912,hpp,noerror,0.0,1.8578592709325787,6.78332520060396
infantcoglablouisville,TRAIN,-2.0,Spanish,305.0,infantcoglablouisville:237148,singlescreen,noerror,0.0,2.2491843162669305,2.2491843162669305
unlvmusiclab,ADS,11.0,Chinese,98.0,unlvmusiclab:run016,singlescreen,noerror,1.0,2.8758219768814333,2.991372784776538
infantllmadison,IDS,8.0,English,302.0,infantllmadison:mb023,hpp,noerror,0.0,0.9050275395954444,1.7578579175523736
ethosrennes,ADS,3.0,french,155.0,ethosrennes:qa876,eyetracking,noerror,0.0,1.8809906029559975,2.4706386779902956
babylabkonstanz,IDS,11.0,German,260.0,babylabkonstanz:mb03,hpp,noerror,0.0,0.4382549309311553,1.4011829736136412
cdcceu,ADS,6.0,Hungarian,404.0,cdcceu:mb40,eyetracking,noerror,0.0,0.4369637751675354,1.285556477947508
udssaarland,ADS,8.0,German,337.0,udssaarland:78,singlescreen,noerror,0.0,-1.973858272673379,0.7605838121935836
udssaarland,ADS,17.0,German,288.0,udssaarland:13,singlescreen,noerror,0.0,1.582487598298011,1.927844964441364
lppparisdescartes2,IDS,12.0,french,263.0,lppparisdescartes2:mb17jlm,hpp,noerror,0.0,7.204892510204673,2.8903717578961645
babylabplymouth,ADS,1.0,english,277.0,babylabplymouth:mb0902,hpp,noerror,0.0,2.698673039289613,2.8881470628740535
labunam,ADS,3.0,spanish,241.0,labunam:5509,eyetracking,noerror,0.0,7.610357618312838,9.01127949117793
islnotredame,IDS,6.0,English,464.0,islnotredame:p44mb27,hpp,noerror,0.0,1.4075664963954304,1.808780453562358
lcdfsu,IDS,6.0,English,463.0,lcdfsu:lcd027,eyetracking,noerror,0.0,8.754791763700032,9.347054195292005
lcdfsu,ADS,10.0,English,440.0,lcdfsu:lcd001,eyetracking,noerror,0.0,-11.512925464970229,7.617759576608505
langlabucla,IDS,4.0,English,267.0,langlabucla:mb923,hpp,noerror,1.0,2.779874615540581,2.944281071962912
ethosrennes,IDS,16.0,french,185.0,ethosrennes:pk237,eyetracking,noerror,0.0,0.5423242908253617,1.5107219394949427
irlconcordia,IDS,1.0,english,380.0,irlconcordia:mb12s31,eyetracking,noerror,0.0,1.944480556245719,2.725628133376279
babylablangessex,ADS,4.0,English,259.0,babylablangessex:mb6917,eyetracking,noerror,0.0,-1.7719568419318752,1.7691729705552592
escompicbsleipzig,TRAIN,-1.0,German,144.0,escompicbsleipzig:mb12,eyetracking,noerror,0.0,2.60638654732571,2.8903717578961645
bcrlunlv,ADS,6.0,English,429.0,bcrlunlv:mb1002,singlescreen,noerror,0.0,1.2237754316221157,2.1122716862705384
cogdevlabbyu,IDS,4.0,English,89.0,cogdevlabbyu:p43,eyetracking,noerror,0.0,2.9444389791664403,2.9444389791664403
ethosrennes,IDS,15.0,french,156.0,ethosrennes:ft751,eyetracking,noerror,0.0,1.6845453849209058,2.2823823856765264
bounbcl,ADS,5.0,Turkish,433.0,bounbcl:mb113,singlescreen,error,1.0,1.000631880307906,1.8625285401162623
infantlanglabutk,ADS,11.0,English,273.0,infantlanglabutk:mb1r94ms2,hpp,noerror,0.0,8.57772369115627,9.011767474596178
langlabucla,IDS,16.0,English,437.0,langlabucla:mb1216,hpp,noerror,1.0,1.6237352171349249,1.958685340544036
escompicbsleipzig,IDS,7.0,German,137.0,escompicbsleipzig:mb13,eyetracking,noerror,0.0,1.724550719534605,2.8903717578961645
kyotobabylab,IDS,11.0,Japanese,351.0,kyotobabylab:kbl023,eyetracking,noerror,0.0,1.8389610707123492,3.044522437723423
lscppsl,IDS,7.0,french,447.0,lscppsl:36lscppsl,eyetracking,noerror,0.0,8.804775258867686,9.084436955087027
ldlottawa,IDS,5.0,English,509.0,ldlottawa:mbms59,singlescreen,noerror,1.0,0.5794184152316023,1.4977619406434153
pocdnorthwestern,ADS,17.0,English,412.0,pocdnorthwestern:mb32,eyetracking,noerror,0.0,0.8841641557211236,1.6707211408509988
bllumanitoba,ADS,7.0,English,264.0,bllumanitoba:2329,hpp,noerror,0.0,1.5430844118840792,1.9001653430718415
infantcogubc,IDS,13.0,English,139.0,infantcogubc:fe40,singlescreen,noerror,0.0,2.664446563620078,2.8903717578961645
babylabutrecht,IDS,2.0,Dutch,309.0,babylabutrecht:1008,hpp,noerror,0.0,0.7919992622358887,1.4369413717110513
ethosrennes,ADS,16.0,french,258.0,ethosrennes:py419,eyetracking,noerror,0.0,-0.4462871026284195,1.4060969884160703
babylabplymouth,IDS,4.0,english,377.0,babylabplymouth:mb1203,hpp,noerror,0.0,2.8881470628740535,2.8881470628740535
chosunbaby,IDS,13.0,Korean,274.0,chosunbaby:h08y06,hpp,error,0.0,2.8059026012697146,2.8059026012697146
chosunbaby,ADS,2.0,Korean,371.0,chosunbaby:h10o03,hpp,noerror,0.0,2.2181159363675955,2.2181159363675955
bounbcl,IDS,10.0,Turkish,398.0,bounbcl:mb119,singlescreen,noerror,1.0,2.3869262414277967,2.799717389628034
chosunbaby,ADS,7.0,Korean,433.0,chosunbaby:h46o15,hpp,noerror,0.0,1.6591800043289144,1.6591800043289144
kyotobabylab,ADS,1.0,Japanese,190.0,kyotobabylab:kbl022,eyetracking,noerror,0.0,2.3105532626432224,3.044522437723423
earlysocogfm,TRAIN,-1.0,english,214.0,earlysocogfm:s24,eyetracking,noerror,0.0,2.5626389983283526,2.70805020110221
chosunbaby,ADS,16.0,Korean,395.0,chosunbaby:h51o17,hpp,noerror,0.0,2.774960906384837,2.774960906384837
chosunbaby,ADS,2.0,Korean,409.0,chosunbaby:h49o16,hpp,noerror,0.0,1.6358850824489488,1.6358850824489488
pocdnorthwestern,ADS,15.0,English,412.0,pocdnorthwestern:mb32,eyetracking,noerror,0.0,1.7388859796209868,1.9339821496184477
bcrlunlv,IDS,5.0,English,392.0,bcrlunlv:mb2504,singlescreen,noerror,0.0,1.6802690931946918,2.354228326145884
babylabutrecht,IDS,8.0,Dutch,264.0,babylabutrecht:806,hpp,noerror,0.0,1.1298324931877763,1.6282867516857074
weescienceedinburgh,IDS,8.0,English,189.0,weescienceedinburgh:mb06,singlescreen,noerror,0.0,2.578700529074361,2.8903717578961645
weltentdeckerzurich,ADS,11.0,Swissgerman,418.0,weltentdeckerzurich:mb13498,eyetracking,noerror,0.0,0.7929925155296614,1.814824742159051
lppparisdescartes2,IDS,5.0,french,237.0,lppparisdescartes2:mb26vb,hpp,noerror,0.0,7.696667081526462,2.8903717578961645
chosunbaby,ADS,10.0,Korean,207.0,chosunbaby:h40y27,hpp,noerror,0.0,0.8475835338643642,0.8475835338643642
kokuhamburg,IDS,1.0,German,194.0,kokuhamburg:mb30,eyetracking,noerror,0.0,2.5416019934645457,2.8903717578961645
bchdosu,TRAIN,-2.0,English,304.0,bchdosu:mb0033,singlescreen,noerror,0.0,2.6967870088234993,2.8843536855706016
infantllmadison,IDS,10.0,English,194.0,infantllmadison:mb092,hpp,noerror,0.0,2.8043901535389533,2.891815160134218
musdevutm,TRAIN,-2.0,English,233.0,musdevutm:mb33,hpp,noerror,0.0,2.7281142321379517,2.8835149704329517
cdcceu,IDS,10.0,Hungarian,372.0,cdcceu:mb33,eyetracking,noerror,0.0,1.5398734490481911,1.9600947840472698
baldwinlabuoregon,ADS,18.0,English,283.0,baldwinlabuoregon:mb15,singlescreen,noerror,0.0,1.7804227981508682,2.204488773284028
callab,IDS,14.0,English,442.0,callab:callab48,eyetracking,noerror,0.0,-1.256431799808906,0.7097925426304279
bchdosu,IDS,6.0,English,429.0,bchdosu:mb0011,singlescreen,noerror,0.0,1.1780394222994315,1.6580375822701627
socialcogumiami,IDS,3.0,English,159.0,socialcogumiami:1101,eyetracking,noerror,0.0,2.567254391136754,2.8903717578961645
udssaarland,TRAIN,2.0,German,388.0,udssaarland:31,singlescreen,noerror,0.0,2.5564102813173633,2.891532963397131
babylabpotsdam,IDS,13.0,German,302.0,babylabpotsdam:b6921,singlescreen,noerror,0.0,2.08081559723298,2.303884248725666
babylabuclajohnson,ADS,9.0,English,394.0,babylabuclajohnson:10150,eyetracking,noerror,0.0,1.7011051009599243,2.1713368063840917
babylabshimane,ADS,8.0,Japanese,136.0,babylabshimane:102,eyetracking,error,1.0,-11.512925464970229,2.8903717578961645
babylabumassb,ADS,6.0,English,345.0,babylabumassb:mbpumb032112620,eyetracking,noerror,0.0,0.7387417681183374,2.8909271591878647
udssaarland,IDS,3.0,German,372.0,udssaarland:25,singlescreen,noerror,0.0,2.723689657435265,2.8907295866455986
chosunbaby,TRAIN,-1.0,Korean,287.0,chosunbaby:h13y10,hpp,error,0.0,1.5769147207285403,1.5769147207285403
babylabnijmegen,ADS,7.0,Dutch,262.0,babylabnijmegen:ba3069,hpp,error,1.0,-0.3285040669720361,5.605802066295998
infantcogubc,IDS,2.0,English,137.0,infantcogubc:jj27,singlescreen,noerror,0.0,2.830857630363757,2.8903717578961645
babylablmu,IDS,11.0,German,336.0,babylablmu:6,eyetracking,error,0.0,-0.11653381625595151,9.028218795184895
kyotobabylab,IDS,16.0,Japanese,198.0,kyotobabylab:kbl012,eyetracking,noerror,0.0,1.6389967146756448,3.044522437723423
nusinfantlanguagecentre,ADS,8.0,English,246.0,nusinfantlanguagecentre:yb033,eyetracking,noerror,0.0,2.046401687601636,2.9444389791664403
udssaarland,ADS,6.0,German,288.0,udssaarland:13,singlescreen,noerror,0.0,2.7617100150544465,2.8909310903739187
purdueinfantspeech,ADS,6.0,English,442.0,purdueinfantspeech:4369,hpp,noerror,1.0,1.5830939370944985,2.265921108622454
babylabyork,ADS,1.0,English,331.0,babylabyork:eoi902,singlescreen,noerror,0.0,2.8791984572980396,2.8791984572980396
infantcogubc,ADS,3.0,English,172.0,infantcogubc:hm33,singlescreen,noerror,0.0,2.2267833795777636,2.422144328051685
cdcceu,ADS,16.0,Hungarian,181.0,cdcceu:mb17,eyetracking,noerror,0.0,0.9034081060431414,1.5151272329628591
babylabutrecht,ADS,4.0,Dutch,322.0,babylabutrecht:1003,hpp,noerror,0.0,2.562756724628872,2.8903364239385945
