lab,trial_type,trial_num,lang1,age_days,subid_unique,method,trial_error,session_error,looking_time,total_trial_time
unlvmusiclab,ADS,8.0,English,112.0,unlvmusiclab:run020,singlescreen,noerror,0.0,2.8560103303788535,3.13944293122029
bllumanitoba,ADS,6.0,English,243.0,bllumanitoba:2661,hpp,noerror,0.0,1.7009226025562787,2.013301739175291
chosunbaby,IDS,9.0,Korean,207.0,chosunbaby:h40y27,hpp,noerror,0.0,2.805237406070875,2.805237406070875
babylabnijmegen,ADS,10.0,Dutch,209.0,babylabnijmegen:ba0869,hpp,noerror,0.0,2.791165107812717,7.496652438168283
infantcoglablouisville,IDS,2.0,English,335.0,infantcoglablouisville:235367,singlescreen,noerror,0.0,2.384717922532568,2.384717922532568
babylabumassb,IDS,1.0,English,192.0,babylabumassb:mbpumb041062698,eyetracking,noerror,0.0,2.248128907197987,2.8909271591878647
musdevutm,ADS,14.0,English,250.0,musdevutm:mb16,hpp,noerror,0.0,1.411718413460049,1.559827411880766
kyotobabylab,IDS,16.0,Japanese,284.0,kyotobabylab:kbl032,eyetracking,noerror,0.0,0.0769610411361284,3.044522437723423
weltentdeckerzurich,IDS,6.0,Swissgerman,369.0,weltentdeckerzurich:mb13643,eyetracking,noerror,0.0,2.60859812213055,2.7459880404426023
infantlanglabutk,ADS,4.0,English,273.0,infantlanglabutk:mb1r94ms2,hpp,noerror,0.0,9.705828982731935,9.95261099449568
musdevutm,IDS,13.0,English,183.0,musdevutm:mb12,hpp,noerror,0.0,2.658509755542074,2.8903717578961645
babylabutrecht,IDS,8.0,Dutch,209.0,babylabutrecht:607,hpp,noerror,0.0,0.16157533445196176,1.155421326668612
babylablangessex,IDS,9.0,English,195.0,babylablangessex:mb6908,eyetracking,noerror,0.0,2.8474062640179945,2.8907605711873683
labunam,ADS,14.0,spanish,246.0,labunam:5770,eyetracking,noerror,0.0,8.941676305360163,9.801676286389442
infantllmadison,ADS,1.0,English,288.0,infantllmadison:mb091,hpp,noerror,0.0,2.536233276953341,2.6836208871790355
infantstudiesubc,IDS,12.0,English,253.0,infantstudiesubc:mbm16,hpp,noerror,1.0,2.7962462462619864,2.9079005601804586
babylablmu,ADS,6.0,German,329.0,babylablmu:59,eyetracking,noerror,0.0,0.5933268452777344,9.503681402279643
ethosrennes,IDS,16.0,french,142.0,ethosrennes:rv670,eyetracking,noerror,0.0,2.611539300721366,2.9030685886905716
labunam,IDS,6.0,spanish,241.0,labunam:5509,eyetracking,noerror,0.0,7.945555428253489,8.847934753328465
ethosrennes,IDS,6.0,french,160.0,ethosrennes:qj885,eyetracking,noerror,0.0,1.7950872593207297,2.414126467726953
lcduleeds,TRAIN,-1.0,BritEnglish,390.0,lcduleeds:mb05,eyetracking,noerror,0.0,0.4421184257561999,1.5269254908596361
langlabucla,ADS,14.0,English,162.0,langlabucla:mb315,hpp,error,0.0,2.508623176405316,2.75397913299061
bchdosu,ADS,2.0,English,236.0,bchdosu:mb0040,singlescreen,noerror,0.0,2.7664448874792917,2.8659652154949256
bllumanitoba,ADS,9.0,English,446.0,bllumanitoba:1327,hpp,noerror,0.0,0.7547125362181001,1.4185195084146276
lscppsl,ADS,4.0,french,395.0,lscppsl:17lscppsl,eyetracking,noerror,0.0,7.347299700743164,8.23827262463303
callab,IDS,5.0,English,393.0,callab:callab46,eyetracking,noerror,1.0,2.7880656773352634,2.8927797450385224
irlconcordia,ADS,15.0,english,399.0,irlconcordia:mb12s39,eyetracking,noerror,0.0,1.4422019930581866,2.4554778390971883
bchdosu,ADS,16.0,English,244.0,bchdosu:mb0042,singlescreen,noerror,0.0,0.11422114409002286,1.1381534632886423
bcrlunlv,TRAIN,-2.0,Spanish,440.0,bcrlunlv:mb2204,singlescreen,error,1.0,0.09531017980432493,0.09531017980432493
babylabumassb,ADS,16.0,English,225.0,babylabumassb:mbpumb022072610,eyetracking,noerror,0.0,0.8458682675776092,2.8909271591878647
langlabucla,IDS,8.0,English,338.0,langlabucla:mb915,hpp,noerror,0.0,2.425864109154217,2.6289348410866653
lscppsl,ADS,6.0,french,443.0,lscppsl:9lscppsl,eyetracking,noerror,0.0,9.798127036878302,9.798127036878302
trainorlab,TRAIN,-1.0,Tuoi (Ghanaina),240.0,trainorlab:s13,hpp,noerror,1.0,1.115174376967088,1.8989982198976536
islnotredame,IDS,8.0,English,400.0,islnotredame:p19mb2,hpp,noerror,0.0,1.3529960757183759,1.7707060600302227
bchdosu,IDS,16.0,English,340.0,bchdosu:mb0061,singlescreen,noerror,0.0,0.9951019122984449,1.5488382903051707
baldwinlabuoregon,IDS,12.0,English,290.0,baldwinlabuoregon:mb01,singlescreen,error,0.0,1.593671607266798,1.9370830351791406
bllumanitoba,TRAIN,-2.0,English,394.0,bllumanitoba:1164,hpp,noerror,0.0,2.920146286597396,2.920146286597396
infantllmadison,ADS,7.0,English,244.0,infantllmadison:mb013,hpp,noerror,0.0,0.5596157879354227,1.3270750014599193
musdevutm,IDS,16.0,English,264.0,musdevutm:mb11,hpp,noerror,0.0,1.8725711119644686,1.8725711119644686
minddevlabbicocca,IDS,8.0,Italian,181.0,minddevlabbicocca:mb11,singlescreen,noerror,0.0,9.483492392643639,9.625227618663251
weltentdeckerzurich,IDS,3.0,Swissgerman,426.0,weltentdeckerzurich:mb13925,eyetracking,error,1.0,-11.512925464970229,0.6931471805599453
ldlottawa,ADS,9.0,French,174.0,ldlottawa:mbms24,singlescreen,noerror,0.0,0.4176110466517204,1.4198741943830862
earlysocogfm,IDS,8.0,english,300.0,earlysocogfm:s20,eyetracking,noerror,0.0,2.1114245875328868,2.70805020110221
infantcoglablouisville,ADS,2.0,English,337.0,infantcoglablouisville:234889,singlescreen,noerror,1.0,1.62924053973028,1.62924053973028
irlconcordia,IDS,14.0,english,205.0,irlconcordia:mb6s18,eyetracking,noerror,1.0,0.7701082216960737,1.9807255687406782
chosunbaby,IDS,8.0,Korean,190.0,chosunbaby:h55y38,hpp,noerror,0.0,2.363680192353857,2.363680192353857
isplabmcgill,ADS,15.0,French,405.0,isplabmcgill:m13,hpp,noerror,0.0,1.220829921392359,1.6845453849209058
purdueinfantspeech,ADS,2.0,English,338.0,purdueinfantspeech:4337,hpp,noerror,1.0,2.683074215032033,2.8808824318750488
chosunbaby,IDS,3.0,Korean,301.0,chosunbaby:h15y12,hpp,error,0.0,1.7619873108943849,1.7619873108943849
babylabnijmegen,IDS,6.0,Dutch,299.0,babylabnijmegen:ba14912,hpp,noerror,0.0,2.1435893615035875,7.1252830915107115
purdueinfantspeech,IDS,7.0,English,476.0,purdueinfantspeech:4210,hpp,noerror,0.0,1.8671761085128091,2.453587966530573
infantcogubc,IDS,6.0,English,143.0,infantcogubc:fl26,singlescreen,noerror,0.0,2.6217658325051976,2.7813006628418027
ldlottawa,IDS,8.0,English,289.0,ldlottawa:mbms73,singlescreen,noerror,0.0,1.0601139811836748,2.099039491168197
chosunbaby,IDS,3.0,Korean,211.0,chosunbaby:h45y31,hpp,noerror,0.0,2.0218124288431993,2.0218124288431993
labunam,ADS,13.0,spanish,281.0,labunam:5824,eyetracking,noerror,0.0,7.515889085215125,8.863757191604241
ileap,ADS,3.0,English,425.0,ileap:e48s004,hpp,noerror,0.0,2.394890763778072,2.394890763778072
ldlottawa,ADS,16.0,English,343.0,ldlottawa:mbms35,singlescreen,error,1.0,-0.016841017196026556,1.3829562959744277
purdueinfantspeech,ADS,9.0,English,324.0,purdueinfantspeech:4279,hpp,noerror,0.0,1.589235205116581,2.163323025660538
babylabutrecht,IDS,14.0,Dutch,304.0,babylabutrecht:906,hpp,noerror,1.0,2.8065334021520933,2.8903377017607053
earlysocogfm,ADS,5.0,english,233.0,earlysocogfm:s26,eyetracking,noerror,0.0,1.7387102481382397,2.203869120054888
pocdnorthwestern,IDS,5.0,English,438.0,pocdnorthwestern:mb39,eyetracking,noerror,0.0,2.2364452904895007,2.642551218869514
babylablmu,TRAIN,-1.0,German,360.0,babylablmu:33,eyetracking,noerror,0.0,1.2584609896100056,9.801786997709788
ldlottawa,IDS,15.0,English,101.0,ldlottawa:mbms11,singlescreen,noerror,0.0,0.23767742109124682,1.4865174527848597
babylabutrecht,IDS,8.0,Dutch,344.0,babylabutrecht:1106,hpp,noerror,0.0,-0.11544901161090775,1.0615907023285942
earlysocogfm,ADS,15.0,english,255.0,earlysocogfm:s48,eyetracking,noerror,1.0,2.6290069937617573,2.70805020110221
babylabkonstanz,TRAIN,-1.0,German,230.0,babylabkonstanz:mb09,hpp,noerror,0.0,2.8466520505398383,2.8914822521801917
nusinfantlanguagecentre,ADS,15.0,english,390.0,nusinfantlanguagecentre:mb028,eyetracking,noerror,0.0,-0.18632957819149348,2.9444389791664403
lscppsl,IDS,14.0,english,435.0,lscppsl:20lscppsl,eyetracking,noerror,0.0,6.60934924316738,7.921898411023797
infantlanglabutk,ADS,14.0,English,213.0,infantlanglabutk:mb1r71ms1,hpp,noerror,0.0,9.425854896125902,9.666942095531727
infantlanglabutk,IDS,1.0,English,264.0,infantlanglabutk:mb1r83fs6,hpp,noerror,0.0,9.845381631129095,9.953372355465126
weltentdeckerzurich,TRAIN,-2.0,Swissgerman,436.0,weltentdeckerzurich:mb13775,eyetracking,noerror,0.0,2.753023566744941,2.872999508171694
lscppsl,IDS,3.0,french,379.0,lscppsl:33lscppsl,eyetracking,noerror,0.0,7.697121317282625,8.398634855292102
irlconcordia,ADS,7.0,english,215.0,irlconcordia:mb6s27,eyetracking,noerror,0.0,2.5241273629412815,2.892868638094752
ethosrennes,IDS,1.0,french,175.0,ethosrennes:jg503,eyetracking,noerror,0.0,-11.512925464970229,2.063058062429312
infantlanglabutk,ADS,1.0,English,273.0,infantlanglabutk:mb1r94ms2,hpp,noerror,0.0,7.759614150696903,8.37770121259764
infantllmadison,ADS,5.0,English,254.0,infantllmadison:mb025,hpp,noerror,0.0,0.30674913516900665,1.215506040139609
bllumanitoba,ADS,14.0,Canadian English,330.0,bllumanitoba:3780,hpp,error,0.0,2.13853558098754,2.5647185615994514
babylableiden,TRAIN,-2.0,Dutch,361.0,babylableiden:mb07b,hpp,noerror,0.0,2.5649493574615367,2.739548868161581
infantcogubc,IDS,4.0,English,224.0,infantcogubc:oj10,eyetracking,noerror,0.0,0.06765864847381486,1.1410330045520618
irlconcordia,ADS,3.0,english,271.0,irlconcordia:mb6s20,eyetracking,noerror,0.0,2.733067964077498,2.892757797926161
weescienceedinburgh,ADS,14.0,English,203.0,weescienceedinburgh:mb23,singlescreen,noerror,0.0,2.72785282839839,2.8903717578961645
ldlottawa,ADS,13.0,English,192.0,ldlottawa:mbms25,singlescreen,noerror,0.0,-0.9589373065956277,1.3314870049061982
langlabucla,TRAIN,-1.0,English,165.0,langlabucla:mb304,hpp,noerror,0.0,2.7735257830611215,2.9193910402972683
babylabpotsdam,ADS,16.0,German,320.0,babylabpotsdam:b6946,hpp,noerror,0.0,-11.512925464970229,0.8475835338643642
lppparisdescartes2,IDS,10.0,french,229.0,lppparisdescartes2:mb05sm,hpp,noerror,0.0,4.6443908991413725,2.8903717578961645
weltentdeckerzurich,ADS,16.0,Swissgerman,396.0,weltentdeckerzurich:mb12875,eyetracking,error,0.0,-11.512925464970229,0.6931471805599453
childlabmanchester,ADS,10.0,English,209.0,childlabmanchester:mb28,eyetracking,noerror,0.0,0.5294510878891555,2.064074064548714
lcdfsu,ADS,17.0,English,280.0,lcdfsu:lcd017,eyetracking,noerror,0.0,-11.512925464970229,7.617267813628347
bllumanitoba,ADS,8.0,English,167.0,bllumanitoba:1934,hpp,noerror,0.0,2.254129872724642,2.539631549477247
nusinfantlanguagecentre,IDS,1.0,english,428.0,nusinfantlanguagecentre:mb020,eyetracking,noerror,0.0,2.599722324216582,2.9444389791664403
babylablangessex,ADS,13.0,English,195.0,babylablangessex:mb6908,eyetracking,noerror,0.0,0.7109870986882764,1.886311786169278
lcduleeds,ADS,9.0,BritEnglish,390.0,lcduleeds:mb05,eyetracking,noerror,0.0,-11.512925464970229,0.9396165571776518
infantcogubc,ADS,3.0,English,94.0,infantcogubc:ih34,singlescreen,noerror,0.0,2.8249439525737094,2.8903717578961645
langlabucla,ADS,8.0,English,179.0,langlabucla:mb308,hpp,noerror,0.0,2.8155883440078107,2.944491609360395
earlysocogfm,ADS,1.0,english,322.0,earlysocogfm:s17,eyetracking,noerror,0.0,2.4265710727750367,2.70805020110221
cdcceu,IDS,7.0,Hungarian,396.0,cdcceu:mb25,eyetracking,noerror,0.0,1.8711866028593769,2.2806799168904353
langlabucla,ADS,15.0,English,348.0,langlabucla:mb917,hpp,noerror,0.0,1.9718563309998984,2.2186598580562844
ethosrennes,ADS,8.0,french,250.0,ethosrennes:az672,eyetracking,noerror,0.0,1.5173226235262947,2.9085390618516134
bchdosu,ADS,3.0,English,140.0,bchdosu:mb0015,singlescreen,noerror,0.0,2.8140904856647935,2.8727733661535435
infantllmadison,ADS,14.0,English,398.0,infantllmadison:mb032,hpp,noerror,0.0,0.9238619973704731,1.512266000681827
bllumanitoba,IDS,15.0,English,273.0,bllumanitoba:2065,hpp,noerror,0.0,1.8511284010348883,2.124653884501384
weltentdeckerzurich,TRAIN,-1.0,Finnish,376.0,weltentdeckerzurich:mb13936,eyetracking,noerror,0.0,0.3293037471426003,1.3164082336557241
kyotobabylab,ADS,7.0,Japanese,256.0,kyotobabylab:kbl015,eyetracking,noerror,0.0,0.4762341789963717,3.044522437723423
weltentdeckerzurich,ADS,4.0,Swissgerman,439.0,weltentdeckerzurich:mb13510,eyetracking,noerror,0.0,0.7080357930536959,1.6808279085207734
lppparisdescartes2,ADS,7.0,french,209.0,lppparisdescartes2:mb22gkl,hpp,noerror,0.0,7.786551806428712,2.8903717578961645
chosunbaby,IDS,2.0,Korean,450.0,chosunbaby:h38o13,hpp,noerror,0.0,2.805237406070875,2.805237406070875
udssaarland,ADS,14.0,German,372.0,udssaarland:25,singlescreen,noerror,0.0,-0.1058484921434321,1.0654590419424292
earlysocogfm,TRAIN,-2.0,english,350.0,earlysocogfm:s21,eyetracking,noerror,0.0,2.5756610130564646,2.70805020110221
musdevutm,IDS,2.0,English,201.0,musdevutm:mb23,hpp,noerror,0.0,1.3807791804317806,1.3807791804317806
ldlottawa,TRAIN,-2.0,English,236.0,ldlottawa:mbms71,singlescreen,noerror,0.0,1.6845453849209058,2.10514949229859
infantcoglablouisville,ADS,9.0,English,331.0,infantcoglablouisville:236220,singlescreen,noerror,0.0,-0.008032171697264267,-0.008032171697264267
socialcogumiami,IDS,10.0,English,159.0,socialcogumiami:1101,eyetracking,noerror,0.0,2.5128460184772416,2.8903717578961645
chosunbaby,TRAIN,-2.0,Korean,437.0,chosunbaby:h95o39,hpp,noerror,0.0,2.805237406070875,2.805237406070875
kokuhamburg,IDS,4.0,German,248.0,kokuhamburg:mb19,eyetracking,noerror,0.0,1.4861396960896067,2.8903717578961645
infantllmadison,ADS,7.0,English,189.0,infantllmadison:mb071,hpp,noerror,0.0,0.6355180677233089,1.3589231643237587
weltentdeckerzurich,ADS,2.0,Spanish (Colombia),413.0,weltentdeckerzurich:mb13668,eyetracking,noerror,0.0,2.643333886382519,2.7763317085186157
babylingoslo,ADS,4.0,Norwegian,218.0,babylingoslo:os012,eyetracking,noerror,0.0,1.0402767116551463,2.7047112998366956
babylabkonstanz,ADS,14.0,German,234.0,babylabkonstanz:mb12,hpp,noerror,0.0,1.7681496035889213,2.3485140248824456
chosunbaby,IDS,10.0,Korean,198.0,chosunbaby:h11y08,hpp,noerror,0.0,1.2672292539609509,1.2672292539609509
icclbc,IDS,16.0,English,273.0,icclbc:4,singlescreen,noerror,0.0,1.1416717781285568,1.850971328859901
babylabutrecht,IDS,5.0,Dutch,354.0,babylabutrecht:1114,hpp,noerror,0.0,2.5108473449877633,2.8903369239561365
babylablmu,ADS,2.0,German,432.0,babylablmu:64,eyetracking,noerror,1.0,-0.7339691750802004,9.080914824535725
chosunbaby,ADS,2.0,Korean,222.0,chosunbaby:h16y13,hpp,error,1.0,2.6158618101073072,2.6158618101073072
babylabvuw,IDS,13.0,English,247.0,babylabvuw:s11,singlescreen,noerror,0.0,0.6800619410112898,0.6800619410112898
babylabplymouth,ADS,5.0,english,342.0,babylabplymouth:mb1105,hpp,noerror,0.0,0.9895411936137477,2.0255131996542803
icclbc,ADS,1.0,English,273.0,icclbc:4,singlescreen,noerror,0.0,2.637770788089793,2.8223308141345953
weltentdeckerzurich,ADS,4.0,Swissgerman,384.0,weltentdeckerzurich:mb13990,eyetracking,noerror,0.0,1.5748464676644813,1.9685099809725544
bchdosu,IDS,2.0,English,329.0,bchdosu:mb0036,singlescreen,noerror,0.0,2.8425810940598164,2.8827875145378568
nusinfantlanguagecentre,ADS,2.0,english,405.0,nusinfantlanguagecentre:mb008,eyetracking,noerror,0.0,2.066862759472976,2.9444389791664403
weltentdeckerzurich,IDS,7.0,Swissgerman,430.0,weltentdeckerzurich:mb13077,eyetracking,noerror,0.0,0.8153648132841944,1.4861396960896067
babylabkonstanz,IDS,11.0,German,238.0,babylabkonstanz:mb14,hpp,noerror,0.0,2.225704048658088,2.5952547069568657
ethosrennes,IDS,2.0,french,101.0,ethosrennes:mu805,eyetracking,noerror,0.0,2.1482677326096886,2.833213344056216
babylabpotsdam,ADS,8.0,German,301.0,babylabpotsdam:b6938,hpp,noerror,0.0,0.7443154671343447,0.7443154671343447
weltentdeckerzurich,TRAIN,-2.0,Swissgerman,429.0,weltentdeckerzurich:mb12541,eyetracking,noerror,0.0,1.6134299337036377,2.089391872533004
infantlanglabutk,IDS,13.0,English,231.0,infantlanglabutk:mb1r73ms8,hpp,noerror,0.0,9.614738244123924,9.845911404398532
bchdosu,IDS,5.0,English,269.0,bchdosu:mb0010,singlescreen,noerror,0.0,2.158252722104126,2.45109130129327
bounbcl,IDS,15.0,Turkish,409.0,bounbcl:mb111,singlescreen,error,0.0,-11.512925464970229,2.8992213731731473
bounbcl,ADS,10.0,Turkish,455.0,bounbcl:mb138,singlescreen,error,0.0,1.9740810260220096,1.9740810260220096
bounbcl,IDS,9.0,Turkish,408.0,bounbcl:mb104,singlescreen,noerror,0.0,0.8241754429663494,1.5851452198650557
langlabucla,ADS,12.0,English,454.0,langlabucla:mb1206,hpp,noerror,0.0,1.9332590315017544,2.4732557070471386
lscppsl,IDS,12.0,french,384.0,lscppsl:29lscppsl,eyetracking,noerror,0.0,-11.512925464970229,7.60489448081162
infantstudiesubc,IDS,14.0,English,262.0,infantstudiesubc:mbm21,hpp,noerror,0.0,1.764588092651528,2.2056041849301975
chosunbaby,IDS,16.0,Korean,456.0,chosunbaby:h57o18,hpp,noerror,0.0,2.8059026012697146,2.8059026012697146
weescienceedinburgh,IDS,16.0,English,202.0,weescienceedinburgh:mb28,singlescreen,noerror,0.0,1.7334238922150915,2.050270164379556
ldlottawa,ADS,5.0,English,313.0,ldlottawa:mbms32,singlescreen,noerror,0.0,2.8172035149987327,2.8941606819603023
bchdosu,IDS,3.0,English,292.0,bchdosu:mb0055,singlescreen,noerror,0.0,2.526688183802955,2.869715432970504
babylabvuw,TRAIN,-2.0,English,211.0,babylabvuw:s06,singlescreen,noerror,0.0,2.844036910301797,2.8904273119085677
lscppsl,IDS,6.0,spanish,441.0,lscppsl:2lscppsl,eyetracking,noerror,0.0,6.393590753950631,8.366370301681654
babylabumassb,ADS,14.0,English,258.0,babylabumassb:mbpumb025092613,eyetracking,noerror,0.0,1.860974538249528,2.8909271591878647
udssaarland,ADS,17.0,German,395.0,udssaarland:18,singlescreen,noerror,0.0,1.145680375929761,1.640164209858715
ethosrennes,ADS,14.0,french,137.0,ethosrennes:oh798,eyetracking,error,1.0,-11.512925464970229,1.7011051009599243
lcduleeds,IDS,13.0,BritEnglish,412.0,lcduleeds:mb11,eyetracking,noerror,0.0,0.008959741371471801,1.1841781769977564
childlabmanchester,IDS,16.0,English,262.0,childlabmanchester:mb04,eyetracking,noerror,0.0,-11.512925464970229,0.6931471805599453
nusinfantlanguagecentre,ADS,4.0,English,270.0,nusinfantlanguagecentre:yb025,eyetracking,noerror,0.0,-3.912023005428146,2.9444389791664403
pocdnorthwestern,ADS,6.0,English,410.0,pocdnorthwestern:mb16,eyetracking,noerror,0.0,0.8113923316467662,1.6770965609079151
labunam,IDS,10.0,spanish,399.0,labunam:5424,eyetracking,noerror,0.0,7.758760544157663,8.47886807709457
babylabnijmegen,IDS,2.0,Dutch,301.0,babylabnijmegen:ba19912,hpp,noerror,0.0,1.0296194171811581,6.257667587882639
ldlottawa,ADS,6.0,English,101.0,ldlottawa:mbms11,singlescreen,noerror,0.0,0.0015987213636970735,1.4977612697528966
infantllmadison,ADS,15.0,English,437.0,infantllmadison:mb083,hpp,noerror,0.0,0.060153922819747144,1.1220032414586854
musdevutm,ADS,8.0,English,223.0,musdevutm:mb30,hpp,noerror,1.0,2.2579014853674058,2.2579014853674058
chosunbaby,IDS,6.0,Korean,413.0,chosunbaby:h87o35,hpp,noerror,0.0,2.107907513990507,2.107907513990507
ldlottawa,IDS,6.0,English,319.0,ldlottawa:mbms54,singlescreen,noerror,0.0,1.9154509415706047,2.2935443483418965
kyotobabylab,ADS,4.0,Japanese,220.0,kyotobabylab:kbl025,eyetracking,error,1.0,-2.120263536200091,3.044522437723423
langlabucla,ADS,4.0,English,454.0,langlabucla:mb1205,hpp,noerror,1.0,1.8153132221817903,2.2978740132639266
babylabyork,IDS,13.0,English,310.0,babylabyork:eoi934,singlescreen,noerror,0.0,1.410986973710262,1.410986973710262
minddevlabbicocca,IDS,13.0,Italian,181.0,minddevlabbicocca:mb11,singlescreen,noerror,0.0,7.860185057472165,8.432288684325794
babylabshimane,IDS,10.0,Japanese,143.0,babylabshimane:103,eyetracking,noerror,0.0,2.7806808921371173,2.8903717578961645
bllumanitoba,TRAIN,-2.0,English,266.0,bllumanitoba:1417,hpp,noerror,0.0,2.7143635631588023,2.913382740536966
lcdfsu,ADS,10.0,English,421.0,lcdfsu:lcd013,eyetracking,noerror,1.0,6.406879986069314,8.155649270366002
lscppsl,IDS,5.0,french,444.0,lscppsl:21lscppsl,eyetracking,noerror,0.0,8.90150275745161,9.172949982757624
babylabshimane,ADS,10.0,Japanese,273.0,babylabshimane:207,eyetracking,noerror,0.0,2.172476407647025,2.8903717578961645
babylablmu,ADS,1.0,German,440.0,babylablmu:53,eyetracking,noerror,0.0,-2.0402208285265546,9.718723014091033
ethosrennes,IDS,2.0,french,148.0,ethosrennes:fz647,eyetracking,noerror,0.0,1.7715567619105355,2.733067964077498
cogdevlabbyu,TRAIN,-2.0,English,183.0,cogdevlabbyu:p21,eyetracking,noerror,0.0,3.0007198150650303,3.0007198150650303
labunam,IDS,5.0,spanish,187.0,labunam:5665,eyetracking,noerror,0.0,6.779921907472252,8.915835074176277
udssaarland,IDS,5.0,German,312.0,udssaarland:30,singlescreen,noerror,0.0,2.2239578973230234,2.633781641750439
babylabprinceton,ADS,12.0,English,183.0,babylabprinceton:manybabies002,hpp,noerror,0.0,1.0828216027617856,1.6665741038049096
kyotobabylab,IDS,9.0,Japanese,264.0,kyotobabylab:kbl016,eyetracking,noerror,0.0,-0.06187540371808753,3.044522437723423
labunam,ADS,9.0,spanish,411.0,labunam:5795,eyetracking,noerror,0.0,-11.512925464970229,8.94389780251682
ethosrennes,IDS,16.0,french,119.0,ethosrennes:pu921,eyetracking,noerror,1.0,1.2383742310432684,2.0014800002101243
udssaarland,IDS,9.0,German,328.0,udssaarland:19,singlescreen,noerror,0.0,1.7551373087916509,2.0527070684169315
babylabprinceton,TRAIN,-2.0,English,171.0,babylabprinceton:manybabies006,hpp,noerror,0.0,2.732352493625175,2.8529006244464488
babylabreading,ADS,16.0,English,376.0,babylabreading:mb5,singlescreen,noerror,0.0,2.8881470628740535,2.8881470628740535
weltentdeckerzurich,ADS,12.0,Swissgerman,442.0,weltentdeckerzurich:mb13242,eyetracking,noerror,1.0,2.453587966530573,2.8355635214011694
nusinfantlanguagecentre,IDS,11.0,english,451.0,nusinfantlanguagecentre:mb027,eyetracking,noerror,0.0,2.8237570088141806,2.9444389791664403
babylablangessex,ADS,3.0,English,572.0,babylablangessex:mb6906,eyetracking,error,1.0,-11.512925464970229,0.6961426895397437
labunam,IDS,12.0,spanish,385.0,labunam:5739,eyetracking,noerror,0.0,7.9919305198524775,9.257128533474942
islnotredame,IDS,2.0,English,367.0,islnotredame:p25mb8,hpp,noerror,0.0,1.1480371719956328,1.6407427622625128
labunam,IDS,1.0,spanish,443.0,labunam:5771,eyetracking,noerror,0.0,7.9215356321335495,8.775549434486189
chosunbaby,ADS,11.0,Korean,375.0,chosunbaby:h83o32,hpp,noerror,0.0,1.1346227261911428,1.1346227261911428
bllumanitoba,IDS,13.0,English,363.0,bllumanitoba:3685,hpp,noerror,0.0,1.1628382609673809,1.8296973085684471
babylabvuw,ADS,6.0,English,243.0,babylabvuw:s16,singlescreen,noerror,0.0,1.012327920071097,1.012327920071097
trainorlab,ADS,8.0,English,271.0,trainorlab:s01,hpp,noerror,1.0,2.7669478423496954,2.9508395046632545
babylabprinceton,ADS,5.0,English,410.0,babylabprinceton:manybabies027,hpp,noerror,0.0,1.1948311464086525,1.6709092345222014
udssaarland,ADS,18.0,German,372.0,udssaarland:25,singlescreen,noerror,0.0,2.623029933164122,2.8913605470385724
babylabvuw,ADS,3.0,English,260.0,babylabvuw:s14,singlescreen,noerror,0.0,2.256122218583705,2.3670611121784106
pocdnorthwestern,ADS,7.0,English,412.0,pocdnorthwestern:mb29,eyetracking,noerror,0.0,1.3642941208402233,1.450911004205863
infantlanglabutk,IDS,7.0,English,207.0,infantlanglabutk:mbir64ms9,hpp,error,1.0,9.212737496575905,9.395740518379736
kyotobabylab,IDS,6.0,Japanese,353.0,kyotobabylab:kbl019,eyetracking,noerror,0.0,2.1016921506146558,3.044522437723423
babylabuclajohnson,ADS,5.0,English,389.0,babylabuclajohnson:10449,eyetracking,noerror,0.0,0.9042181506398859,1.4973884086254774
islnotredame,IDS,7.0,English,406.0,islnotredame:p22mb5,hpp,noerror,0.0,2.2259200080585604,2.802390213476571
infantstudiesubc,ADS,14.0,English,208.0,infantstudiesubc:mbm13,hpp,noerror,0.0,1.5902279095693685,2.2901615729612383
infantllmadison,ADS,8.0,English,410.0,infantllmadison:mb029,hpp,noerror,0.0,1.6712853157601806,2.0998567264224284
babylingoslo,IDS,5.0,Norwegian,225.0,babylingoslo:os014,eyetracking,noerror,1.0,0.03922071315328133,2.075684492802124
ethosrennes,IDS,5.0,french,109.0,ethosrennes:eh956,eyetracking,noerror,0.0,2.590767040487478,2.9079933592459843
weescienceedinburgh,IDS,14.0,English,202.0,weescienceedinburgh:mb28,singlescreen,noerror,0.0,1.4445632692438664,1.8779371654691073
trainorlab,ADS,1.0,English,193.0,trainorlab:s23,hpp,noerror,1.0,2.54833518011364,2.759300827912846
madlabucsd,ADS,7.0,English,270.0,madlabucsd:mb03,singlescreen,noerror,1.0,1.1118575154181303,1.6174060820832772
ldlottawa,ADS,14.0,English,343.0,ldlottawa:mbms34,singlescreen,error,1.0,-0.689812745971073,1.459777137879694
babylingoslo,IDS,1.0,Norwegian,253.0,babylingoslo:os017,eyetracking,noerror,0.0,0.3576744442718159,2.89314568477889
weltentdeckerzurich,IDS,10.0,Swissgerman,442.0,weltentdeckerzurich:mb13490,eyetracking,noerror,0.0,0.8586616190375187,1.4951487660319727
infantlanglabutk,IDS,1.0,English,254.0,infantlanglabutk:mb1r83ms5,hpp,noerror,0.0,9.290259995152056,9.460632055209405
purdueinfantspeech,ADS,12.0,English,323.0,purdueinfantspeech:4330,hpp,noerror,0.0,2.1587147225743437,2.664446563620078
babylablangessex,IDS,9.0,English,217.0,babylablangessex:mb6915,eyetracking,noerror,0.0,1.5814498758939317,2.571542956447547
